{'acceleration': {'y': 0.1604858934879303, 'x': -0.18710140883922577, 'z': 0.9604092836380005}, 'pressure': 782.3, 'temperature': 24.9, 'compass': {'y': -10.45297908782959, 'x': -2.7572591304779053, 'z': -0.16049666702747345}, 'orientation': {'yaw': 107.13418773561547, 'roll': 9.854173462765857, 'pitch': 14.96703963202584}, 'time': '2018-06-13T16:26:03.145364', 'gyroscope': {'y': 0.0007811728864908218, 'x': 0.007445226423442364, 'z': -0.003710794262588024}, 'humidity': 48.8},
{'acceleration': {'y': 0.40255007147789, 'x': -0.08836716413497925, 'z': 0.8007878661155701}, 'pressure': 782.1, 'temperature': 22.4, 'compass': {'y': -18.87879753112793, 'x': -9.868231773376465, 'z': 5.446721076965332}, 'orientation': {'yaw': 111.50488042702, 'roll': 30.80908796843284, 'pitch': 27.42610551780928}, 'time': '2018-06-13T16:26:15.199850', 'gyroscope': {'y': -0.00087735615670681, 'x': -0.03709889203310013, 'z': 0.04948326200246811}, 'humidity': 41.9},
{'acceleration': {'y': 0.3612753450870514, 'x': -0.18191787600517273, 'z': 0.8682919144630432}, 'pressure': 781.9, 'temperature': 22.2, 'compass': {'y': -20.597352981567383, 'x': -8.380208015441895, 'z': 4.6220784187316895}, 'orientation': {'yaw': 113.52958755363272, 'roll': 34.62785697867073, 'pitch': 25.455604479997064}, 'time': '2018-06-13T16:26:16.288828', 'gyroscope': {'y': 0.010118218138813972, 'x': 0.08660131692886353, 'z': 0.02107802778482437}, 'humidity': 40.4},
{'acceleration': {'y': 0.3544771671295166, 'x': -0.2016647309064865, 'z': 0.7189056873321533}, 'pressure': 781.7, 'temperature': 21.9, 'compass': {'y': -19.617572784423828, 'x': -8.08395004272461, 'z': 4.760542392730713}, 'orientation': {'yaw': 96.93628500286873, 'roll': 32.05605511463456, 'pitch': 30.178784451445726}, 'time': '2018-06-13T16:26:17.381575', 'gyroscope': {'y': -0.16672725975513458, 'x': 0.07377314567565918, 'z': -0.2993208169937134}, 'humidity': 42.8},
{'acceleration': {'y': 0.37657126784324646, 'x': -0.2720128893852234, 'z': 0.8748716711997986}, 'pressure': 781.9, 'temperature': 21.6, 'compass': {'y': -17.171463012695312, 'x': -7.412381649017334, 'z': 4.954421043395996}, 'orientation': {'yaw': 135.11340880260155, 'roll': 36.068371195383094, 'pitch': 24.334982173062244}, 'time': '2018-06-13T16:26:18.470576', 'gyroscope': {'y': 0.24102529883384705, 'x': -0.20386509597301483, 'z': 0.5760490894317627}, 'humidity': 42.2},
{'acceleration': {'y': 0.4931116998195648, 'x': -0.11428490281105042, 'z': 0.8388045430183411}, 'pressure': 781.7, 'temperature': 21.5, 'compass': {'y': -19.382247924804688, 'x': -12.10916519165039, 'z': 4.331416606903076}, 'orientation': {'yaw': 182.54254656995926, 'roll': 40.39305914763299, 'pitch': 9.810226318098701}, 'time': '2018-06-13T16:26:19.559575', 'gyroscope': {'y': 0.35617339611053467, 'x': -0.13239386677742004, 'z': 0.8093996047973633}, 'humidity': 41.6},
{'acceleration': {'y': 0.5079220533370972, 'x': -0.3008926510810852, 'z': 0.8875439167022705}, 'pressure': 781.0, 'temperature': 21.4, 'compass': {'y': -19.874305725097656, 'x': -24.66201400756836, 'z': 2.440375566482544}, 'orientation': {'yaw': 192.8992307103413, 'roll': 38.56943279018544, 'pitch': 6.603881524034956}, 'time': '2018-06-13T16:26:20.652433', 'gyroscope': {'y': 0.13504016399383545, 'x': -0.005639332812279463, 'z': 0.16188247501850128}, 'humidity': 40.2},
{'acceleration': {'y': 0.3741433322429657, 'x': -0.174759641289711, 'z': 0.6857629418373108}, 'pressure': 780.9, 'temperature': 21.3, 'compass': {'y': -18.180194854736328, 'x': -35.13003921508789, 'z': 0.03998055309057236}, 'orientation': {'yaw': 192.0711522357473, 'roll': 44.564791843609626, 'pitch': 7.69658927471876}, 'time': '2018-06-13T16:26:21.741450', 'gyroscope': {'y': 0.04341037571430206, 'x': 0.07927092909812927, 'z': 0.0027520712465047836}, 'humidity': 40.9},
{'acceleration': {'y': 0.33626773953437805, 'x': -0.2542407214641571, 'z': 0.8149222731590271}, 'pressure': 780.9, 'temperature': 21.2, 'compass': {'y': -17.062488555908203, 'x': -39.11812210083008, 'z': -0.8090347051620483}, 'orientation': {'yaw': 181.08318103113766, 'roll': 44.2088843463386, 'pitch': 9.196293057004812}, 'time': '2018-06-13T16:26:22.830739', 'gyroscope': {'y': -0.11236026883125305, 'x': 0.02765282243490219, 'z': -0.16370870172977448}, 'humidity': 41.2},
{'acceleration': {'y': 0.5224896669387817, 'x': -0.23325969278812408, 'z': 0.8629305362701416}, 'pressure': 780.7, 'temperature': 21.1, 'compass': {'y': -18.599300384521484, 'x': -37.333858489990234, 'z': 0.5987058877944946}, 'orientation': {'yaw': 145.45891875350145, 'roll': 40.157410791078384, 'pitch': 18.38228789628854}, 'time': '2018-06-13T16:26:23.920921', 'gyroscope': {'y': -0.2516375482082367, 'x': 0.07927092909812927, 'z': -0.5574113726615906}, 'humidity': 41.1},
{'acceleration': {'y': 0.4763590395450592, 'x': -0.16340519487857819, 'z': 0.7800736427307129}, 'pressure': 780.8, 'temperature': 20.8, 'compass': {'y': -21.633756637573242, 'x': -30.213937759399414, 'z': 2.668034791946411}, 'orientation': {'yaw': 141.0839776844332, 'roll': 33.21308574494013, 'pitch': 20.985626451269948}, 'time': '2018-06-13T16:26:25.013713', 'gyroscope': {'y': -0.011872930452227592, 'x': -0.08657898008823395, 'z': -0.01526845432817936}, 'humidity': 42.1},
{'acceleration': {'y': 0.41347575187683105, 'x': -0.2559685707092285, 'z': 0.8000567555427551}, 'pressure': 780.9, 'temperature': 20.8, 'compass': {'y': -22.679275512695312, 'x': -24.763301849365234, 'z': 4.386343479156494}, 'orientation': {'yaw': 139.18418788755082, 'roll': 35.118725598846616, 'pitch': 19.0905921735972}, 'time': '2018-06-13T16:26:26.102814', 'gyroscope': {'y': 0.008591055870056152, 'x': 0.08324156701564789, 'z': -0.00213485024869442}, 'humidity': 42.4},
{'acceleration': {'y': 0.42294466495513916, 'x': -0.17352545261383057, 'z': 0.6414101123809814}, 'pressure': 781.0, 'temperature': 20.5, 'compass': {'y': -23.13285255432129, 'x': -22.876665115356445, 'z': 5.340642929077148}, 'orientation': {'yaw': 140.3057732511586, 'roll': 37.96929480366768, 'pitch': 18.691698880784703}, 'time': '2018-06-13T16:26:27.191776', 'gyroscope': {'y': 0.014699706807732582, 'x': 0.0475059449672699, 'z': 0.00672269519418478}, 'humidity': 43.0},
{'acceleration': {'y': 0.4724743366241455, 'x': -0.20734193921089172, 'z': 1.0086612701416016}, 'pressure': 780.9, 'temperature': 20.3, 'compass': {'y': -23.073623657226562, 'x': -22.739574432373047, 'z': 5.473485946655273}, 'orientation': {'yaw': 140.88643495325806, 'roll': 38.9144666262978, 'pitch': 18.47916559192871}, 'time': '2018-06-13T16:26:28.284518', 'gyroscope': {'y': 0.008800866082310677, 'x': 0.04804731905460358, 'z': 0.01133749820291996}, 'humidity': 43.5},
{'acceleration': {'y': 0.43022844195365906, 'x': -0.11551907658576965, 'z': 0.9160564541816711}, 'pressure': 780.7, 'temperature': 20.1, 'compass': {'y': -22.841064453125, 'x': -22.158979415893555, 'z': 6.160978317260742}, 'orientation': {'yaw': 140.40347227704646, 'roll': 35.93549669526966, 'pitch': 16.89383258179185}, 'time': '2018-06-13T16:26:29.373434', 'gyroscope': {'y': 0.0011650510132312775, 'x': -0.011817472986876965, 'z': 0.0058397105894982815}, 'humidity': 43.7},
{'acceleration': {'y': 0.4455243647098541, 'x': -0.28632935881614685, 'z': 0.8390482664108276}, 'pressure': 780.7, 'temperature': 20.2, 'compass': {'y': -23.05672264099121, 'x': -21.81710433959961, 'z': 5.977396011352539}, 'orientation': {'yaw': 137.21101453822584, 'roll': 33.610387603676024, 'pitch': 17.932361137544998}, 'time': '2018-06-13T16:26:30.462389', 'gyroscope': {'y': -0.026934750378131866, 'x': -0.0035707922652363777, 'z': -0.024703551083803177}, 'humidity': 43.8},
{'acceleration': {'y': 0.2964497208595276, 'x': -0.06170890852808952, 'z': 0.8027374148368835}, 'pressure': 780.7, 'temperature': 20.0, 'compass': {'y': -22.831520080566406, 'x': -19.62342071533203, 'z': 5.438137531280518}, 'orientation': {'yaw': 116.42971319597682, 'roll': 29.05449774802119, 'pitch': 18.88406945121082}, 'time': '2018-06-13T16:26:31.555208', 'gyroscope': {'y': 0.014909518882632256, 'x': -0.007846849039196968, 'z': -0.22140216827392578}, 'humidity': 44.6},
{'acceleration': {'y': 0.5720192790031433, 'x': -0.1184811145067215, 'z': 0.9367707371711731}, 'pressure': 780.9, 'temperature': 19.9, 'compass': {'y': -23.539348602294922, 'x': -18.844745635986328, 'z': 5.663696765899658}, 'orientation': {'yaw': 114.02414789105501, 'roll': 26.392919877534375, 'pitch': 19.461041143611183}, 'time': '2018-06-13T16:26:32.644931', 'gyroscope': {'y': -0.29021769762039185, 'x': 0.10943927615880966, 'z': 0.14481155574321747}, 'humidity': 45.1},
{'acceleration': {'y': 0.38992488384246826, 'x': -0.05084814503788948, 'z': 0.889493465423584}, 'pressure': 781.1, 'temperature': 19.7, 'compass': {'y': -22.316051483154297, 'x': -17.99504852294922, 'z': 5.70485782623291}, 'orientation': {'yaw': 114.26005579479808, 'roll': 19.86108532329883, 'pitch': 19.961062217274893}, 'time': '2018-06-13T16:26:33.734036', 'gyroscope': {'y': 0.015825817361474037, 'x': -0.1251329779624939, 'z': -0.002406969666481018}, 'humidity': 45.6},
{'acceleration': {'y': 0.5392423272132874, 'x': -0.2117849886417389, 'z': 0.9050900936126709}, 'pressure': 781.0, 'temperature': 19.7, 'compass': {'y': -22.29680633544922, 'x': -18.95218276977539, 'z': 5.296341896057129}, 'orientation': {'yaw': 90.40542204304262, 'roll': 16.811247056989934, 'pitch': 17.3369240287235}, 'time': '2018-06-13T16:26:34.827294', 'gyroscope': {'y': -0.1316981464624405, 'x': 0.11402076482772827, 'z': -0.3991639316082001}, 'humidity': 44.1},
{'acceleration': {'y': 0.45159417390823364, 'x': -0.29003188014030457, 'z': 0.8098046183586121}, 'pressure': 780.8, 'temperature': 19.6, 'compass': {'y': -23.221107482910156, 'x': -18.003711700439453, 'z': 5.227381706237793}, 'orientation': {'yaw': 86.89952009302093, 'roll': 18.074159279809045, 'pitch': 20.528025974993895}, 'time': '2018-06-13T16:26:35.916126', 'gyroscope': {'y': 0.05858638882637024, 'x': 0.013228001073002815, 'z': -0.0637989342212677}, 'humidity': 45.4},
{'acceleration': {'y': 0.4338703453540802, 'x': -0.1710571050643921, 'z': 0.7432754039764404}, 'pressure': 781.0, 'temperature': 19.5, 'compass': {'y': -17.305654525756836, 'x': -10.541594505310059, 'z': 4.025635242462158}, 'orientation': {'yaw': 29.635733186010935, 'roll': 14.500399400383275, 'pitch': 10.992147865287096}, 'time': '2018-06-13T16:26:37.005057', 'gyroscope': {'y': -0.4997444748878479, 'x': 0.21206465363502502, 'z': -1.0081965923309326}, 'humidity': 45.9},
{'acceleration': {'y': 0.3964802622795105, 'x': -0.1397089660167694, 'z': 0.891686737537384}, 'pressure': 781.1, 'temperature': 19.3, 'compass': {'y': -2.710435628890991, 'x': -6.237419128417969, 'z': -2.1344220638275146}, 'orientation': {'yaw': 37.157605367987124, 'roll': 16.923175074466226, 'pitch': 10.500481820525605}, 'time': '2018-06-13T16:26:38.097897', 'gyroscope': {'y': 0.17892684042453766, 'x': -0.045415062457323074, 'z': 0.324100524187088}, 'humidity': 47.0},
{'acceleration': {'y': 0.36467444896698, 'x': -0.07651904970407486, 'z': 0.9041153192520142}, 'pressure': 781.1, 'temperature': 19.2, 'compass': {'y': 5.342156887054443, 'x': -8.182737350463867, 'z': -3.6339499950408936}, 'orientation': {'yaw': 48.463156463340255, 'roll': 24.31523951126632, 'pitch': 1.5344744610815901}, 'time': '2018-06-13T16:26:39.186917', 'gyroscope': {'y': -0.18545427918434143, 'x': 0.13479018211364746, 'z': 0.037910133600234985}, 'humidity': 48.4},
{'acceleration': {'y': 0.3462222218513489, 'x': -0.316196471452713, 'z': 1.0057368278503418}, 'pressure': 780.9, 'temperature': 19.2, 'compass': {'y': 8.065095901489258, 'x': -9.81093978881836, 'z': -2.5316431522369385}, 'orientation': {'yaw': 57.35098110195437, 'roll': 25.33309308440184, 'pitch': 358.66763788009166}, 'time': '2018-06-13T16:26:40.276032', 'gyroscope': {'y': 0.01613125018775463, 'x': 0.08897529542446136, 'z': -0.07204560935497284}, 'humidity': 48.6},
{'acceleration': {'y': 0.3612753450870514, 'x': -0.42974087595939636, 'z': 0.7822668552398682}, 'pressure': 781.0, 'temperature': 19.1, 'compass': {'y': 10.0682373046875, 'x': -9.338281631469727, 'z': -3.1188249588012695}, 'orientation': {'yaw': 68.58593877714083, 'roll': 27.653668637933887, 'pitch': 352.3875424341565}, 'time': '2018-06-13T16:26:41.368965', 'gyroscope': {'y': -0.14422087371349335, 'x': 0.06148635596036911, 'z': -0.007293893024325371}, 'humidity': 48.7},
{'acceleration': {'y': 0.2801826298236847, 'x': -0.5946270823478699, 'z': 1.0888375043869019}, 'pressure': 780.9, 'temperature': 19.4, 'compass': {'y': 11.45911979675293, 'x': -3.1398820877075195, 'z': -9.896775245666504}, 'orientation': {'yaw': 77.04758010211366, 'roll': 28.47777535752553, 'pitch': 11.588701710037887}, 'time': '2018-06-13T16:26:42.457969', 'gyroscope': {'y': 1.478542685508728, 'x': -0.8105237483978271, 'z': -0.9678794741630554}, 'humidity': 49.4},
{'acceleration': {'y': 0.45329374074935913, 'x': -0.3438420593738556, 'z': 0.9245858788490295}, 'pressure': 781.0, 'temperature': 19.1, 'compass': {'y': 12.470916748046875, 'x': -1.7293275594711304, 'z': -10.786622047424316}, 'orientation': {'yaw': 85.9696786299829, 'roll': 20.896979133579645, 'pitch': 16.454537012491432}, 'time': '2018-06-13T16:26:43.546970', 'gyroscope': {'y': -0.026629317551851273, 'x': -0.017926126718521118, 'z': -0.06807498633861542}, 'humidity': 47.7},
{'acceleration': {'y': 0.40692034363746643, 'x': -0.3070635497570038, 'z': 0.8003004789352417}, 'pressure': 781.0, 'temperature': 19.0, 'compass': {'y': 12.921774864196777, 'x': -3.2729105949401855, 'z': -9.598554611206055}, 'orientation': {'yaw': 100.081040700526, 'roll': 34.21544674149077, 'pitch': 351.4412410689924}, 'time': '2018-06-13T16:26:44.639968', 'gyroscope': {'y': -0.35527482628822327, 'x': 0.18396484851837158, 'z': 0.138092041015625}, 'humidity': 47.6},
{'acceleration': {'y': 0.39113882184028625, 'x': -0.042208895087242126, 'z': 0.8102920055389404}, 'pressure': 780.9, 'temperature': 18.9, 'compass': {'y': 13.329889297485352, 'x': -2.5271875858306885, 'z': -9.590051651000977}, 'orientation': {'yaw': 104.5340986431317, 'roll': 12.276704957585979, 'pitch': 34.63725190387408}, 'time': '2018-06-13T16:26:45.729034', 'gyroscope': {'y': 0.8734806180000305, 'x': -0.38505613803863525, 'z': -0.5140066146850586}, 'humidity': 48.3},
{'acceleration': {'y': 0.523218035697937, 'x': -0.17352545261383057, 'z': 0.953342080116272}, 'pressure': 781.1, 'temperature': 18.7, 'compass': {'y': 14.15241813659668, 'x': -4.893915176391602, 'z': -9.149053573608398}, 'orientation': {'yaw': 80.64422794544814, 'roll': 2.5788043020393103, 'pitch': 31.304481588933864}, 'time': '2018-06-13T16:26:46.818153', 'gyroscope': {'y': -0.3079327642917633, 'x': 0.20656684041023254, 'z': -0.5005675554275513}, 'humidity': 48.8},
{'acceleration': {'y': 0.37098705768585205, 'x': -0.1532849371433258, 'z': 0.8675608038902283}, 'pressure': 781.0, 'temperature': 18.7, 'compass': {'y': 17.703516006469727, 'x': -14.722007751464844, 'z': -11.581315994262695}, 'orientation': {'yaw': 47.27310186839767, 'roll': 7.334186267547053, 'pitch': 19.556645008971145}, 'time': '2018-06-13T16:26:47.908366', 'gyroscope': {'y': -0.29510459303855896, 'x': 0.39288073778152466, 'z': -0.708567202091217}, 'humidity': 48.2},
{'acceleration': {'y': 0.46761849522590637, 'x': -0.23572804033756256, 'z': 1.0318124294281006}, 'pressure': 780.9, 'temperature': 18.9, 'compass': {'y': 17.432016372680664, 'x': -29.221710205078125, 'z': -15.04770278930664}, 'orientation': {'yaw': 29.407867830015554, 'roll': 20.602632131297945, 'pitch': 16.309989719086452}, 'time': '2018-06-13T16:26:48.997364', 'gyroscope': {'y': -0.32442614436149597, 'x': 0.2551306188106537, 'z': -0.441924512386322}, 'humidity': 48.5},
{'acceleration': {'y': 0.42173072695732117, 'x': -0.2964496314525604, 'z': 0.9138631820678711}, 'pressure': 780.8, 'temperature': 18.9, 'compass': {'y': 9.749445915222168, 'x': -41.35540771484375, 'z': -15.801568031311035}, 'orientation': {'yaw': 359.6501379138355, 'roll': 25.033177770399284, 'pitch': 18.206108289289936}, 'time': '2018-06-13T16:26:50.087989', 'gyroscope': {'y': -0.2379886955022812, 'x': 0.1928223967552185, 'z': -0.6056364178657532}, 'humidity': 48.1},
{'acceleration': {'y': 0.35374879837036133, 'x': -0.17327862977981567, 'z': 0.9587033987045288}, 'pressure': 780.6, 'temperature': 19.0, 'compass': {'y': -1.5636283159255981, 'x': -46.439945220947266, 'z': -12.25913143157959}, 'orientation': {'yaw': 290.3575197507174, 'roll': 63.10945894967875, 'pitch': 349.90028465166677}, 'time': '2018-06-13T16:26:51.180944', 'gyroscope': {'y': -0.8366366624832153, 'x': 0.4970332682132721, 'z': -0.6655011773109436}, 'humidity': 46.9},
{'acceleration': {'y': 0.39162442088127136, 'x': -0.01999368704855442, 'z': 0.9791739583015442}, 'pressure': 780.8, 'temperature': 19.0, 'compass': {'y': -13.63154125213623, 'x': -40.97356033325195, 'z': -6.017092227935791}, 'orientation': {'yaw': 271.7389841487746, 'roll': 48.882417380257735, 'pitch': 10.829439098879051}, 'time': '2018-06-13T16:26:52.269968', 'gyroscope': {'y': 0.03995499759912491, 'x': -0.04663679376244545, 'z': -0.1795578896999359}, 'humidity': 48.7},
{'acceleration': {'y': 0.4389689564704895, 'x': -0.32952558994293213, 'z': 0.8704851269721985}, 'pressure': 780.8, 'temperature': 18.8, 'compass': {'y': -21.07080078125, 'x': -35.121551513671875, 'z': -1.5103240013122559}, 'orientation': {'yaw': 265.6970876014405, 'roll': 42.05119002149114, 'pitch': 21.623159723493522}, 'time': '2018-06-13T16:26:53.359052', 'gyroscope': {'y': 0.1062338724732399, 'x': -0.04663679376244545, 'z': -0.030201338231563568}, 'humidity': 48.0},
{'acceleration': {'y': 0.3518064618110657, 'x': -0.2527596950531006, 'z': 0.9457874298095703}, 'pressure': 780.6, 'temperature': 18.8, 'compass': {'y': -24.181758880615234, 'x': -33.19198226928711, 'z': 0.8638734817504883}, 'orientation': {'yaw': 262.48851061617864, 'roll': 44.35693211169321, 'pitch': 26.343453940017852}, 'time': '2018-06-13T16:26:54.451938', 'gyroscope': {'y': 0.04667451232671738, 'x': 0.03460828587412834, 'z': 0.040353596210479736}, 'humidity': 48.4},
{'acceleration': {'y': 0.32461366057395935, 'x': -0.08812032639980316, 'z': 0.8100482821464539}, 'pressure': 780.6, 'temperature': 18.6, 'compass': {'y': -21.556896209716797, 'x': -31.074634552001953, 'z': 3.5682337284088135}, 'orientation': {'yaw': 233.21425836180146, 'roll': 53.961854896172376, 'pitch': 9.527127783606367}, 'time': '2018-06-13T16:26:55.540995', 'gyroscope': {'y': -0.44262856245040894, 'x': 0.28781193494796753, 'z': -0.20338164269924164}, 'humidity': 49.1},
{'acceleration': {'y': 0.4299856424331665, 'x': -0.21301916241645813, 'z': 0.9479807615280151}, 'pressure': 780.8, 'temperature': 18.7, 'compass': {'y': -20.30884552001953, 'x': -28.732391357421875, 'z': 5.162415504455566}, 'orientation': {'yaw': 234.17105858149353, 'roll': 51.79287368372147, 'pitch': 35.44182769753407}, 'time': '2018-06-13T16:26:56.630059', 'gyroscope': {'y': 0.37776345014572144, 'x': -0.09092452377080917, 'z': -0.1807796210050583}, 'humidity': 48.9},
{'acceleration': {'y': 0.3952663242816925, 'x': -0.09157602488994598, 'z': 0.8960733413696289}, 'pressure': 780.7, 'temperature': 18.7, 'compass': {'y': -19.93107032775879, 'x': -26.820812225341797, 'z': 5.320107936859131}, 'orientation': {'yaw': 222.73908409969806, 'roll': 53.82438026365295, 'pitch': 25.77924104098707}, 'time': '2018-06-13T16:26:57.719238', 'gyroscope': {'y': -0.08863213658332825, 'x': 0.053239673376083374, 'z': 0.04829484596848488}, 'humidity': 50.2},
{'acceleration': {'y': 0.44188249111175537, 'x': -0.2586837708950043, 'z': 0.8987540006637573}, 'pressure': 780.7, 'temperature': 18.8, 'compass': {'y': -21.02488899230957, 'x': -27.300636291503906, 'z': 5.093072891235352}, 'orientation': {'yaw': 216.23037827353946, 'roll': 46.82511317583111, 'pitch': 46.285982438979914}, 'time': '2018-06-13T16:26:58.811997', 'gyroscope': {'y': 0.0659167692065239, 'x': -0.01884242333471775, 'z': -0.16764602065086365}, 'humidity': 49.1},
{'acceleration': {'y': 0.4008505344390869, 'x': -0.2539938688278198, 'z': 1.02303946018219}, 'pressure': 780.6, 'temperature': 18.8, 'compass': {'y': -22.712034225463867, 'x': -29.276334762573242, 'z': 4.043959140777588}, 'orientation': {'yaw': 206.64920747189902, 'roll': 52.7492948279146, 'pitch': 24.159562424608804}, 'time': '2018-06-13T16:26:59.901127', 'gyroscope': {'y': -0.24501363933086395, 'x': 0.06973303854465485, 'z': 0.18757212162017822}, 'humidity': 49.7},
{'acceleration': {'y': 0.40740594267845154, 'x': -0.25695592164993286, 'z': 0.769594669342041}, 'pressure': 780.7, 'temperature': 18.6, 'compass': {'y': -24.207149505615234, 'x': -31.31412124633789, 'z': 3.0009937286376953}, 'orientation': {'yaw': 203.74135005541447, 'roll': 52.2729608502925, 'pitch': 26.292811502416793}, 'time': '2018-06-13T16:27:00.990147', 'gyroscope': {'y': 0.054310329258441925, 'x': -0.014871799387037754, 'z': -0.018289465457201004}, 'humidity': 47.1},
